n,sigma,ratio_sigma_log2n
291080070,152,5.406013
291101544,190,6.757490
291123018,87,3.094208
291144492,98,3.485416
291165966,171,6.081672
291187440,79,2.809651
291208914,152,5.405890
291230388,63,2.240591
291251862,87,3.094137
291273336,95,3.378643
291294810,79,2.809598
291316284,106,3.769826
291337758,79,2.809576
291359232,87,3.094079
291380706,87,3.094067
291402180,125,4.445482
291423654,95,3.378553
291445128,95,3.378541
291466602,79,2.809513
291488076,63,2.240489
291509550,95,3.378502
291531024,125,4.445381
291552498,144,5.121060
291573972,63,2.240455
291595446,163,5.796711
291616920,147,5.227689
291638394,163,5.796667
291659868,95,3.378413
291681342,236,8.392657
291702816,133,4.729743
291724290,133,4.729725
291745764,236,8.392562
291767238,68,2.418187
291788712,179,6.365497
291810186,95,3.378324
291831660,114,4.053973
291853134,98,3.484981
291874608,133,4.729600
291896082,152,5.405236
291917556,98,3.484942
291939030,152,5.405196
291960504,79,2.809269
291981978,114,4.053866
292003452,147,5.227334
292024926,247,8.783310
292046400,190,6.756367
292067874,87,3.093693
292089348,117,4.160468
292110822,95,3.378145
292132296,95,3.378133
292153770,117,4.160421
292175244,152,5.404971
292196718,114,4.053713
292218192,79,2.809142
292239666,152,5.404910
292261140,114,4.053667
292282614,114,4.053652
292304088,171,6.080455
292325562,98,3.484692
292347036,87,3.093542
292368510,114,4.053591
292389984,63,2.240134
292411458,152,5.404747
292432932,133,4.729136
292454406,152,5.404706
292475880,179,6.364729
292497354,125,4.444626
292518828,190,6.755807
292540302,152,5.404625
292561776,160,5.689058
292583250,152,5.404584
292604724,152,5.404564
292626198,95,3.377840
292647672,63,2.240033
292669146,179,6.364513
292690620,152,5.404483
292712094,160,5.688908
292733568,95,3.377776
292755042,133,4.728869
292776516,95,3.377751
292797990,163,5.795487
292819464,87,3.093285
292840938,87,3.093274
292862412,63,2.239948
292883886,87,3.093250
292905360,95,3.377675
292926834,87,3.093227
292948308,79,2.808782
292969782,171,6.079746
292991256,114,4.053149
293012730,95,3.377611
293034204,160,5.688587
293055678,160,5.688565
293077152,114,4.053088
293098626,87,3.093134
293120100,133,4.728567
293141574,152,5.404056
293163048,95,3.377522
293184522,152,5.404015
293205996,114,4.052996
293227470,190,6.754968
293248944,114,4.052966
293270418,133,4.728442
293291892,95,3.377446
293313366,144,5.119478
293334840,95,3.377421
293356314,79,2.808581
293377788,198,7.039203
293399262,171,6.079289
293420736,95,3.377370
293442210,133,4.728300
293463684,152,5.403751
293485158,190,6.754664
293506632,133,4.728247
293528106,79,2.808497
293549580,79,2.808487
293571054,152,5.403650
293592528,106,3.768321
293614002,133,4.728158
293635476,133,4.728141
293656950,95,3.377231
293678424,98,3.483867
293699898,198,7.038807
293721372,171,6.078947
293742846,190,6.754360
293764320,98,3.483815
293785794,133,4.728017
293807268,160,5.687818
293828742,171,6.078833
293850216,125,4.443575
293871690,152,5.403366
293893164,133,4.727928
293914638,114,4.052494
293936112,133,4.727892
293957586,133,4.727875
293979060,87,3.092658
294000534,190,6.754056
294022008,79,2.808255
294043482,163,5.794226
294064956,125,4.443408
294086430,114,4.052373
294107904,114,4.052358
294129378,125,4.443358
294150852,125,4.443342
294172326,125,4.443325
294193800,114,4.052297
294215274,133,4.727662
294236748,114,4.052267
294258222,217,7.713497
294279696,190,6.753727
294301170,152,5.402962
294322644,68,2.417105
294344118,79,2.808097
294365592,190,6.753626
294387066,114,4.052161
294408540,95,3.376788
294430014,133,4.727485
294451488,152,5.402820
294472962,106,3.767742
294494436,236,8.388527
294515910,133,4.727415
294537384,133,4.727397
294558858,106,3.767686
294580332,190,6.753374
294601806,144,5.118327
294623280,152,5.402659
294644754,128,4.549590
294666228,171,6.077946
294687702,114,4.051949
294709176,106,3.767587
294730650,217,7.712862
294752124,114,4.051903
294773598,190,6.753147
294795072,114,4.051873
294816546,152,5.402477
294838020,79,2.807856
294859494,171,6.077741
294880968,152,5.402417
294902442,133,4.727097
294923916,171,6.077673
294945390,79,2.807803
294966864,68,2.416834
294988338,144,5.117983
295009812,128,4.549301
295031286,190,6.752844
295052760,128,4.549268
295074234,114,4.051676
295095708,128,4.549234
295117182,217,7.712344
295138656,79,2.807709
295160130,144,5.117830
295181604,171,6.077401
295203078,152,5.402114
295224552,133,4.726832
295246026,144,5.117754
295267500,76,2.701027
295288974,128,4.549081
295310448,152,5.402013
295331922,198,7.036807
295353396,144,5.117659
295374870,133,4.726709
295396344,144,5.117621
295417818,76,2.700956
295439292,114,4.051419
295460766,144,5.117563
295482240,114,4.051389
295503714,125,4.442296
295525188,95,3.376133
295546662,144,5.117487
295568136,255,9.062183
295589610,152,5.401752
295611084,60,2.132262
295632558,133,4.726498
295654032,114,4.051268
295675506,114,4.051253
295696980,152,5.401651
295718454,160,5.685927
295739928,160,5.685906
295761402,152,5.401591
295782876,152,5.401571
295804350,95,3.375969
295825824,133,4.726339
295847298,76,2.700755
295868772,60,2.132167
295890246,114,4.051103
295911720,160,5.685737
295933194,160,5.685716
295954668,95,3.375881
295976142,125,4.441932
295997616,95,3.375856
296019090,190,6.751687
296040564,95,3.375831
296062038,133,4.726146
296083512,128,4.548454
296104986,133,4.726111
296126460,160,5.685525
296147934,98,3.482371
296169408,160,5.685483
296190882,133,4.726040
296212356,114,4.050877
296233830,125,4.441734
296255304,255,9.061104
296276778,160,5.685378
296298252,133,4.725953
296319726,152,5.401069
296341200,68,2.416259
296362674,179,6.360422
296384148,98,3.482229
296405622,179,6.360374
296427096,152,5.400968
296448570,114,4.050711
296470044,114,4.050696
296491518,236,8.385620
296512992,133,4.725777
296534466,171,6.075976
296555940,171,6.075954
296577414,160,5.685082
296598888,133,4.725707
296620362,152,5.400788
296641836,79,2.806978
296663310,144,5.116498
296684784,152,5.400728
296706258,198,7.035132
296727732,76,2.700344
296749206,133,4.725584
296770680,114,4.050486
296792154,152,5.400627
296813628,68,2.416061
296835102,114,4.050441
296856576,144,5.116327
296878050,274,9.735197
296899524,114,4.050396
296920998,114,4.050380
296942472,76,2.700244
296963946,114,4.050350
296985420,144,5.116213
297006894,133,4.725374
297028368,133,4.725356
297049842,152,5.400387
297071316,68,2.415954
297092790,114,4.050260
297114264,144,5.116099
297135738,152,5.400307
297157212,76,2.700144
297178686,152,5.400267
297200160,133,4.725216
297221634,133,4.725199
297243108,171,6.075233
297264582,76,2.700094
297286056,106,3.765906
297307530,125,4.440911
297329004,117,4.156677
297350478,217,7.709364
297371952,125,4.440861
297393426,79,2.806614
297414900,114,4.050035
297436374,114,4.050020
297457848,179,6.359219
297479322,133,4.724989
297500796,114,4.049976
297522270,152,5.399947
297543744,114,4.049946
297565218,68,2.415748
297586692,76,2.699944
297608166,152,5.399867
297629640,141,5.009069
297651114,76,2.699914
297672588,141,5.009032
297694062,141,5.009014
297715536,76,2.699884
297737010,114,4.049811
297758484,114,4.049796
297779958,114,4.049781
297801432,79,2.806417
297822906,141,5.008902
297844380,133,4.724692
297865854,76,2.699814
297887328,133,4.724657
297908802,133,4.724640
297930276,209,7.424406
297951750,95,3.374718
297973224,114,4.049646
297994698,152,5.399508
298016172,79,2.806313
298037646,114,4.049601
298059120,68,2.415543
298080594,133,4.724500
298102068,171,6.074335
298123542,79,2.806261
298145016,114,4.049527
298166490,217,7.708281
298187964,125,4.440238
298209438,95,3.374568
298230912,95,3.374556
298252386,106,3.765280
298273860,193,6.855626
298295334,198,7.033207
298316808,95,3.374506
298338282,133,4.724291
298359756,114,4.049377
298381230,125,4.440090
298402704,95,3.374456
298424178,87,3.090280
298445652,95,3.374431
298467126,171,6.073954
298488600,87,3.090246
298510074,109,3.871673
298531548,217,7.707798
298553022,133,4.724117
298574496,60,2.131173
298595970,133,4.724082
298617444,109,3.871602
298638918,133,4.724047
298660392,133,4.724030
298681866,95,3.374294
298703340,109,3.871545
298724814,152,5.398831
298746288,179,6.357811
298767762,152,5.398791
298789236,133,4.723925
298810710,209,7.423284
298832184,133,4.723890
298853658,95,3.374195
298875132,141,5.007997
298896606,171,6.073506
298918080,152,5.398652
298939554,152,5.398632
298961028,109,3.871373
298982502,171,6.073417
299003976,133,4.723751
299025450,133,4.723734
299046924,109,3.871316
299068398,109,3.871302
299089872,109,3.871288
299111346,106,3.764725
299132820,95,3.374034
299154294,141,5.007758
299175768,114,4.048810
299197242,282,10.015442
299218716,125,4.439452
299240190,141,5.007684
299261664,106,3.764628
299283138,152,5.398315
299304612,133,4.723508
299326086,125,4.439371
299347560,125,4.439355
299369034,125,4.439338
299390508,114,4.048662
299411982,109,3.871075
299433456,171,6.072948
299454930,125,4.439273
299476404,95,3.373835
299497878,236,8.381286
299519352,163,5.788748
299540826,125,4.439208
299562300,68,2.414920
299583774,98,3.480313
299605248,95,3.373761
299626722,125,4.439143
299648196,95,3.373736
299669670,160,5.682061
299691144,106,3.764351
299712618,76,2.698959
299734092,109,3.870861
299755566,141,5.007243
299777040,133,4.723126
299798514,179,6.356665
299819988,133,4.723092
299841462,109,3.870790
299862936,133,4.723057
299884410,95,3.373600
299905884,76,2.698870
299927358,236,8.380671
299948832,125,4.438898
299970306,109,3.870705
299991780,141,5.007040
300013254,60,2.130648
300034728,114,4.048216
300056202,171,6.072301
300077676,225,7.989841
300099150,198,7.031034
300120624,60,2.130609
300142098,152,5.397522
300163572,79,2.805281
300185046,141,5.006875
300206520,225,7.989665
300227994,152,5.397443
300249468,109,3.870521
300270942,125,4.438654
300292416,125,4.438638
300313890,133,4.722693
300335364,122,4.332079
300356838,95,3.373328
300378312,95,3.373315
300399786,76,2.698642
300421260,76,2.698633
300442734,95,3.373278
300464208,133,4.722572
300485682,141,5.006618
300507156,133,4.722538
300528630,152,5.397166
300550104,152,5.397146
300571578,141,5.006545
300593052,133,4.722469
300614526,122,4.331873
300636000,122,4.331857
300657474,125,4.438362
300678948,198,7.030339
300700422,152,5.397008
300721896,141,5.006417
300743370,152,5.396969
300764844,179,6.355618
300786318,125,4.438264
300807792,125,4.438248
300829266,125,4.438232
300850740,133,4.722261
300872214,95,3.373031
300893688,244,8.663333
300915162,152,5.396811
300936636,171,6.071390
300958110,95,3.372982
300979584,114,4.047564
301001058,95,3.372957
301022532,217,7.704517
301044006,125,4.438070
301065480,141,5.006124
301086954,122,4.331524
301108428,144,5.112600
301129902,122,4.331493
301151376,95,3.372871
301172850,122,4.331461
301194324,57,2.023708
301215798,141,5.005996
301237272,95,3.372822
301258746,198,7.029645
301280220,114,4.047357
301301694,95,3.372785
301323168,171,6.070991
301344642,179,6.354991
301366116,76,2.698198
301387590,171,6.070924
301409064,95,3.372723
301430538,76,2.698169
301452012,95,3.372699
301473486,179,6.354852
301494960,60,2.130110
301516434,106,3.763181
301537908,133,4.721710
301559382,122,4.331176
301580856,95,3.372625
301602330,122,4.331145
301623804,98,3.479104
301645278,160,5.680148
301666752,95,3.372576
301688226,122,4.331082
301709700,122,4.331066
301731174,60,2.130025
301752648,95,3.372527
301774122,95,3.372514
301795596,95,3.372502
301817070,114,4.046988
301838544,95,3.372478
301860018,179,6.354435
301881492,179,6.354411
301902966,114,4.046929
301924440,152,5.395885
301945914,95,3.372416
301967388,152,5.395846
301988862,122,4.330861
302010336,152,5.395807
302031810,114,4.046840
302053284,255,9.052110
302074758,198,7.028672
302096232,114,4.046796
302117706,258,9.158505
302139180,152,5.395689
302160654,179,6.354111
302182128,179,6.354087
302203602,114,4.046723
302225076,76,2.697805
302246550,133,4.721142
302268024,106,3.762701
302289498,76,2.697776
302310972,179,6.353949
302332446,152,5.395512
302353920,152,5.395493
302375394,152,5.395473
302396868,160,5.679425
302418342,179,6.353833
302439816,76,2.697707
302461290,122,4.330514
302482764,90,3.194630
302504238,198,7.028160
302525712,160,5.679301
302547186,152,5.395316
302568660,90,3.194583
302590134,106,3.762496
302611608,198,7.028032
302633082,68,2.413659
302654556,90,3.194537
302676030,90,3.194525
302697504,90,3.194514
302718978,90,3.194502
302740452,122,4.330309
302761926,152,5.395120
302783400,106,3.762373
302804874,90,3.194456
302826348,152,5.395061
302847822,114,4.046281
302869296,106,3.762318
302890770,228,8.092504
302912244,171,6.069356
302933718,122,4.330168
302955192,160,5.678888
302976666,125,4.436615
302998140,141,5.004484
303019614,152,5.394885
303041088,152,5.394865
303062562,174,6.175679
303084036,263,9.334469
303105510,133,4.720456
303126984,160,5.678723
303148458,90,3.194270
303169932,174,6.175567
303191406,133,4.720387
303212880,90,3.194236
303234354,179,6.352956
303255828,133,4.720336
303277302,122,4.329917
303298776,190,6.743288
303320250,179,6.352864
303341724,122,4.329870
303363198,106,3.762004
303384672,133,4.720233
303406146,160,5.678456
303427620,179,6.352749
303449094,114,4.045870
303470568,76,2.697237
303492042,152,5.394455
303513516,152,5.394435
303534990,144,5.110499
303556464,76,2.697198
303577938,76,2.697188
303599412,76,2.697178
303620886,90,3.194016
303642360,179,6.352519
303663834,76,2.697149
303685308,141,5.003903
303706782,106,3.761786
303728256,122,4.329587
303749730,141,5.003849
303771204,114,4.045651
303792678,79,2.803555
303814152,133,4.719892
303835626,144,5.110240
303857100,106,3.761691
303878574,144,5.110203
303900048,114,4.045563
303921522,122,4.329446
303942996,57,2.022767
303964470,141,5.003668
303985944,198,7.026402
304007418,198,7.026377
304028892,190,6.742458
304050366,122,4.329352
304071840,122,4.329337
304093314,106,3.761541
304114788,95,3.371180
304136262,263,9.332813
304157736,133,4.719618
304179210,90,3.193715
304200684,106,3.761473
304222158,90,3.193692
304243632,106,3.761446
304265106,76,2.696876
304286580,122,4.329180
304308054,114,4.045285
304329528,133,4.719482
304351002,122,4.329133
304372476,106,3.761364
304393950,160,5.677511
304415424,122,4.329086
304436898,198,7.025869
304458372,106,3.761310
304479846,76,2.696779
304501320,103,3.654832
304522794,133,4.719329
304544268,57,2.022562
304565742,187,6.635399
304587216,122,4.328961
304608690,76,2.696720
304630164,122,4.328930
304651638,179,6.351440
304673112,106,3.761174
304694586,160,5.677224
304716060,103,3.654700
304737534,122,4.328852
304759008,179,6.351325
304780482,179,6.351303
304801956,76,2.696633
304823430,133,4.719090
304844904,60,2.128905
304866378,122,4.328758
304887852,103,3.654594
304909326,133,4.719022
304930800,106,3.761012
304952274,160,5.676978
304973748,179,6.351096
304995222,160,5.676937
305016696,103,3.654515
305038170,133,4.718920
305059644,217,7.699263
305081118,122,4.328602
305102592,133,4.718869
305124066,103,3.654449
305145540,106,3.760876
305167014,160,5.676774
305188488,76,2.696458
305209962,179,6.350845
305231436,160,5.676712
305252910,263,9.331062
305274384,179,6.350776
305295858,187,6.634586
305317332,76,2.696400
305338806,76,2.696390
305360280,76,2.696380
305381754,179,6.350662
305403228,152,5.392721
305424702,179,6.350616
305446176,179,6.350593
305467650,76,2.696332
305489124,114,4.044483
305510598,152,5.392624
305532072,133,4.718529
305553546,76,2.696293
305575020,198,7.024527
305596494,103,3.654160
305617968,79,2.802695
305639442,141,5.002261
305660916,141,5.002243
305682390,179,6.350342
305703864,133,4.718394
305725338,171,6.066484
305746812,141,5.002171
305768286,179,6.350251
305789760,103,3.654042
305811234,244,8.656145
305832708,103,3.654015
305854182,103,3.654002
305875656,95,3.370184
305897130,179,6.350114
305918604,160,5.676059
305940078,179,6.350068
305961552,141,5.001991
305983026,160,5.675998
306004500,160,5.675977
306025974,141,5.001937
306047448,103,3.653884
306068922,103,3.653871
306090396,190,6.740126
306111870,103,3.653845
306133344,95,3.370039
306154818,76,2.696022
306176292,236,8.371826
306197766,179,6.349795
306219240,133,4.717987
306240714,160,5.675753
306262188,95,3.369966
306283662,160,5.675713
306305136,103,3.653727
